transaction_id,account_number,counterparty_account,amount,currency,timestamp,category,channel,description
TX0000109,7426211087,4347607386,  24.39 ,USD,15/07/2026 05:24,servicios,cajero,pago servicios
TX0000110,4311913901,8340365066,,,15-Aug-2026 06:28,restaurantes,sucursal,pago restaurantes
TX0000111,5653412139,8340365066,USD 28.76,USD,2026-06-21 01:58:13,educacion,app,pago educacion
TX0000112,3006045029,4498177346,23.70,,29-Jul-2026 15:00,educacion,app,pago educacion
TX0000113,3714328816,8026322977,  46.18 ,usd,2026/08/20 17:28:34,transporte,web,pago transporte
TX0000114,6823345381,4983620826,33.84,USD,2026-06-24 09:10:34,compras,sucursal,pago compras
TX0000115,8026322977,5653412139,125.61,usd,2026-06-18 05:51:29,salud,sucursal,pago salud
TX0000116,3100533532,3006045029,USD 29.86,USD,11/09/2026,,app,pago servicios
TX0000117,3669448445,3195408319,"58,93",,30/07/2026 06:07,salud,app,pago salud
TX0000118,4987049964,4135002980,  26.16 ,,1785373360000,restaurantes,cajero,pago restaurantes
TX0000119,1000-000016,8327192111,"64,17",USD,1787356396,servicios,sucursal,pago servicios
TX0000120,6823345381,8865793031,"135,47",USD,20/08/2026 22:29,ocio,web,pago ocio
TX0000121,7855828617,8464126898,"101,03",USD,31/07/2026 02:27,restaurantes,web,pago restaurantes
TX0000122,4983620826,3006045029,37.67,usd,20/07/2026,,app,pago restaurantes
TX0001322,4983620826,4347607386,-100.57,USD,2026/07/06 21:05:43,salud,cajero,pago salud
TX0000123,3100533532,7426211087,19.48,XXX,1782984658000,compras,app,pago compras
TX0000124,8464126898,4347607386,30.10,USD,2026/09/08 22:52:13,restaurantes,sucursal,pago restaurantes
TX0000125,1000000024,3669448445,USD 18.74,USD,2026-09-11T20:56:13Z,salud,app,pago salud
TX0000126,3669448445,4629506280,29.66,USD,1787102084000,salud,web,pago salud
TX0000127,5653412139,8327192111,72.84,USD,07/07/2026,educacion,sucursal,pago educacion
TX0000128,3498277064,8464126898,79.10,USD,06-Jul-2026 02:49,ocio,web,pago ocio
TX0000129,6823345381,4983620826,80.06,USD,1784345154000,supermercado,sucursal,pago supermercado
TX0000130,2268550924,6504559771,USD 45.61,USD,2026-07-15T05:25:10Z,transporte,app,pago transporte
TX0000131,5653412139,6504559771,50.17,USD,1785301330,transporte,sucursal,pago transporte
TX0000132,4311913901,3669448445,$24.34,USD,05-Sep-2026 19:57,supermercado,cajero,pago supermercado
TX0000133,4366963124,7855828617,N/A,usd,03/09/2026 07:52,transporte,sucursal,pago transporte
TX0000134,8026322977,7851264619,141.75,usd,2026/09/02 08:13:16,restaurantes,cajero,pago restaurantes
TX0000135,8464126898,5653412139,"162,30",usd,2026-07-25T15:54:59Z,educacion,app,pago educacion
TX0000136,6537787563,8340365066,"9,35",USD,1782772598,educacion,sucursal,pago educacion
TX0000137,3669448445,7855828617,22.22,USD,11/07/2026 00:17,restaurantes,app,pago restaurantes
TX0000138,8327192111,4983620826,51.28,USD,24/08/2026 22:27,transporte,sucursal,pago transporte
TX0000139,6530351102,2341263966,USD 10.42,USD,2026/09/04 06:49:10,salud,app,pago salud
TX0000140,2933498566,6504559771,USD 59.07,USD,05/07/2026 07:28,,app,pago restaurantes
TX0000141,4311913901,8865793031,39.34,USD,2026/07/28 11:18:18,supermercado,,pago supermercado
TX0000142,2284927809,1000000016,44.11,USD,24/07/2026,servicios,cajero,pago servicios
TX0000143,8865793031,4347607386,abc,USD,2026/09/02 20:14:14,ocio,app,pago ocio
TX0000144,2284927809,4629506280,"80,43",usd,2026-08-11 11:04:18,ocio,web,pago ocio
TX0000145,2933-498566,1000000032,125.08,USD,1783988221,compras,web,pago compras
TX0000146,5653412139,4983620826,85.40,USD,1786463805000,educacion,web,pago educacion
TX0000147,2341263966,3669448445,27.69,USD,1784543793,compras,web,pago compras
TX0000148,4953104850,6530351102,  82.16 ,USD,30/07/2026 19:16,servicios,sucursal,pago servicios
TX0000149,3006045029,3195408319,50.19,,27/06/2026 15:12,transporte,cajero,pago transporte
TX0000150,3714328816,4987049964,57.63,usd,1784411288,transporte,cajero,pago transporte
TX0000151,3195408319,4347607386,39.75,USD,2026-07-08T15:33:49Z,transporte,sucursal,pago transporte
TX0000152,6823345381,3100533532,"11,13",usd,21/07/2026 04:58,servicios,app,pago servicios
TX0000153,3669448445,7851264619,USD 21.06,usd,2026/09/11 15:01:26,restaurantes,app,pago restaurantes
TX0000154,1000000016,3100533532,8408.02,USD,2026-08-08T03:15:00Z,supermercado,app,pago supermercado
TX0000155,4953104850,2069779912,"70,39",usd,1783119454000,ocio,app,pago ocio
TX0000156,7426211087,8865793031,"15,36",USD,20/06/2026,servicios,sucursal,pago servicios
TX0000157,1000000032,8327192111,"22,99",usd,20/06/2026 04:50,salud,cajero,pago salud
TX0000158,2933498566,4135002980,"18,48",USD,2026/08/28 02:54:12,transporte,sucursal,pago transporte
TX0000159,6537787563,7851264619,"16,82",usd,2026/06/20 13:31:45,restaurantes,cajero,pago restaurantes
TX0000160,4953104850,2284927809,66.51,USD,25-Jul-2026 00:20,restaurantes,cajero,pago restaurantes
TX0000161,3498277064,8464126898,USD 71.83,USD,1784395263000,ocio,cajero,pago ocio
TX0000162,1000000040,1000000024,USD 12.34,USD,07/09/2026,transporte,web,pago transporte
TX0000163,12345,3100533532,USD 85.24,USD,22-Jul-2026 12:49,transporte,sucursal,pago transporte
TX0000164,3006045029,4311913901,USD 32.19,usd,21/06/2026,educacion,web,pago educacion
TX0000165,8865-793031,7855828617,  33.61 ,USD,19-Aug-2026 20:52,salud,app,pago salud
TX0000166,1000000032,8464126898,"17,13",usd,2026-08-27T20:09:35Z,supermercado,app,pago supermercado
TX0000167,7453010699,5653412139,38.32,USD,2026-08-11 07:08:43,salud,web,pago salud
TX0000168,8464126898,4366963124,"40,57",USD,1788343385000,supermercado,sucursal,pago supermercado
TX0000169,4366963124,1000000016,$28.55,USD,2026-07-17 01:50:08,educacion,sucursal,pago educacion
TX0000170,1000000032,4983620826,"55,50",USD,09-Jul-2026 04:49,salud,web,pago salud
TX0000171,2319945230,3714328816,$8.30,usd,05/09/2026,ocio,web,pago ocio
TX0000172,7426211087,3498277064,abc,USD,1786829889,salud,sucursal,pago salud
TX0000173,4347607386,1000000016,"39,00",USD,2026-07-02 09:13:16,servicios,app,pago servicios
TX0000174,5653412139,2268550924,"30,65",USD,1781740382,transporte,sucursal,pago transporte
TX0000175,4135002980,4366963124,9.33,USD,08-Aug-2026 00:09,transporte,app,pago transporte
TX0000176,6530351102,8865793031,"16,81",USD,2026/08/15 03:37:32,transporte,web,pago transporte
TX0000177,3006045029,1000000016,$20.72,USD,14/08/2026,educacion,cajero,pago educacion
TX0000178,8865793031,4135002980,67.51,USD,2026/06/23 09:04:35,transporte,sucursal,pago transporte
TX0000179,4135002980,3498277064,"9,29",USD,2026/08/23 08:36:11,salud,sucursal,pago salud
TX0000180,4396707111,6504559771,24.93,USD,13/07/2026 22:37,salud,cajero,pago salud
TX0000181,1000000024,7426211087,"54,87",USD,04/07/2026,educacion,app,pago educacion
TX0000182,3100533532,4135002980,13.25,USD,1786046106,compras,web,pago compras
TX0000183,4498177346,8978080987,14.93,USD,1784093199000,compras,sucursal,pago compras
TX0000184,7851264619,3006045029,28.42,USD,06/09/2026 12:15,ocio,sucursal,pago ocio
TX0000185,2284927809,3195408319,USD 44.72,USD,23/07/2026 20:36,ocio,cajero,pago ocio
TX0000186,2341263966,1000000016,  35.52 ,USD,21/06/2026,,sucursal,pago transporte
TX0000187,3195408319,1000000040,27.43,usd,13-Jul-2026 02:56,supermercado,app,pago supermercado
TX0000188,2268550924,4983620826,"45,67",usd,2027-10-20T12:00:00Z,transporte,cajero,pago transporte
TX0000189,4953104850,8340365066,$46.46,USD,22/07/2026,educacion,cajero,pago educacion
TX0000190,6823345381,1000000032,"24,69",usd,1782215573,ocio,app,pago ocio
TX0000191,3498277064,4983620826,"85,98",USD,2026-07-04T12:47:04Z,servicios,cajero,pago servicios
TX0000192,7855828617,8464126898,82.79,USD,22/06/2026,,app,pago ocio
TX0000193,4498177346,7855828617,14.73,USD,12/07/2026 03:10,educacion,web,pago educacion
TX0000194,4629506280,1000000024,USD 19.38,usd,06/09/2026 22:19,servicios,sucursal,pago servicios
TX0000195,4366963124,8327192111,"15,90",USD,1787935523000,restaurantes,sucursal,pago restaurantes
TX0000196,4135002980,3669448445,USD 10.20,USD,30-Jul-2026 10:59,salud,web,pago salud
TX0000197,6504559771,3100533532,"141,43",usd,2026-08-09T17:04:25Z,educacion,app,pago educacion
TX0000198,4347607386,6504559771,75.67,USD,,salud,cajero,pago salud
TX0000199,6537787563,8026322977,49.48,USD,2026-06-22T18:22:43Z,salud,app,pago salud
TX0000200,6504559771,8026322977,$31.82,USD,1785294757,transporte,cajero,pago transporte
TX0000201,6530351102,8327192111,37.50,USD,2026-08-16T03:49:23Z,compras,sucursal,pago compras
TX0000202,5653412139,1000000040,  124.40 ,,18/08/2026 10:40,transporte,app,pago transporte
TX0000203,2069779912,1000000032,$19.40,usd,09/08/2026 02:09,compras,web,pago compras
TX0000204,2069779912,7851264619,10.43,USD,25-Jul-2026 19:25,educacion,sucursal,pago educacion
TX0000205,4498177346,5653412139,"11,85",USD,2026-08-18T23:52:13Z,supermercado,app,pago supermercado
TX0000206,4953104850,7855828617,"63,44",usd,02-Aug-2026 06:23,servicios,cajero,pago servicios
TX0000207,7851264619,7851264619,34.85,usd,03/08/2026 00:01,ocio,app,pago ocio
TX0000208,6823345381,4953104850,37.26,USD,09-Sep-2026 22:23,ocio,app,pago ocio
TX0000209,1000000032,2933498566,"25,36",usd,1782823622000,,app,pago restaurantes
TX0000210,1000000024,8327192111,13.06,USD,2026/09/13 21:31:36,supermercado,app,pago supermercado
TX0000211,5653412139,3714328816,104.12,USD,2026/08/13 17:13:11,educacion,web,pago educacion
TX0000212,4983620826,3006045029,0.00,usd,1784106353,salud,web,pago salud
TX0000213,3714328816,4987049964,73.83,USD,1787848568000,salud,sucursal,pago salud
TX0000214,4953104850,8865793031,"61,13",USD,2026-08-26 23:52:33,compras,cajero,pago compras
TX0000215,8464126898,2319945230,  23.23 ,usd,01/08/2026 02:13,transporte,cajero,pago transporte
TX0000216,1000000016,6504559771,36.52,USD,1787607919,,app,pago restaurantes
TX0000217,3195408319,1000000024,23.45,usd,1784688900000,salud,web,pago salud
TX0000218,2933498566,3195408319,"67,00",USD,2026-06-18 22:32:13,transporte,sucursal,pago transporte
TX0000169,4366963124,1000000016,$28.55,USD,2026-07-17 01:50:08,educacion,sucursal,pago educacion
TX0000219,2933498566,6530351102,52.16,USD,10-Sep-2026 00:05,transporte,sucursal,pago transporte
TX0000220,3195408319,8978080987,  30.26 ,USD,31/08/2026,ocio,app,pago ocio
TX0000221,4498177346,4987049964,"13,63",USD,2026/08/01 19:45:59,compras,web,pago compras
TX0000222,4396707111,3100533532,--,USD,26-Aug-2026 08:57,ocio,web,pago ocio
TX0000223,3006045029,4983620826,25.11,USD,2026-07-30 18:53:35,transporte,cajero,pago transporte
TX0000224,4987049964,4135002980,"25,42",usd,09/09/2026 20:23,ocio,sucursal,pago ocio
TX0000225,8978080987,4629506280,N/A,USD,1782196266,transporte,app,pago transporte
TX0000226,4366963124,8340365066,  14.14 ,USD,2026/07/15 02:23:54,,sucursal,pago restaurantes
TX0000227,5653412139,1000000024,58.89,USD,01/08/2026 12:41,servicios,app,pago servicios
TX0000228,4347607386,2319945230,44.17,USD,12/08/2026 03:38,restaurantes,cajero,pago restaurantes
TX0000229,4953104850,7851264619,"24,76",USD,1783676647000,educacion,cajero,pago educacion
TX0000230,7851264619,1000000032,  58.73 ,USD,2026/09/09 12:54:08,ocio,app,pago ocio
TX0000231,4987049964,6530351102,$7.69,USD,2026/09/13 22:24:52,restaurantes,web,pago restaurantes
TX0000232,8340365066,7851264619,80.25,USD,1789132951000,servicios,app,pago servicios
TX0000233,8327192111,2268550924,USD 39.93,usd,2026-09-01 08:55:46,educacion,web,pago educacion
TX0000234,6823345381,4311913901,48.31,USD,2026/08/02 03:37:28,compras,sucursal,pago compras
TX0000235,8327192111,4366963124,"33,26",USD,2026-07-24T20:01:40Z,educacion,sucursal,pago educacion
TX0000236,5653412139,8327192111,57.61,USD,1784757060,ocio,cajero,pago ocio
TX0000237,8464126898,2284927809,"37,34",USD,2026-07-14 08:51:28,,cajero,pago transporte
TX0000238,2933498566,8464126898,USD 33.76,USD,1786425731000,,app,pago compras
TX0000239,8865793031,4498177346,USD 20.01,usd,2026/08/26 20:47:13,ocio,sucursal,pago ocio
TX0000240,5653412139,1000000040,"50,72",usd,1783212062,transporte,cajero,pago transporte
TX0000241,7851264619,6504559771,"20,72",USD,12/09/2026 11:05,ocio,app,pago ocio
TX0000242,4953104850,4983620826,"60,55",usd,2026-07-02 00:50:57,transporte,web,pago transporte
TX0000243,3714328816,2284927809,$42.41,USD,11/07/2026 00:06,servicios,cajero,pago servicios
TX0000244,4953104850,6537787563,"14,86",USD,2026-08-08 03:18:03,compras,web,pago compras
TX0000245,7851264619,2268550924,"31,91",usd,2026-07-19T00:58:06Z,ocio,,pago ocio
TX0000246,8978080987,4498177346,"16,28",USD,19/07/2026,transporte,app,pago transporte
TX0000247,4135002980,6504559771,7.15,USD,1784715222,ocio,sucursal,pago ocio
TX0000248,3100533532,7851264619,  15.47 ,USD,17-Jul-2026 07:42,supermercado,sucursal,pago supermercado
TX0000249,3669448445,4311913901,35.22,USD,2026/06/20 15:57:47,supermercado,web,pago supermercado
TX0000250,2341263966,2319945230,61.30,usd,2026-07-29T19:14:49Z,transporte,web,pago transporte
TX0000251,4953104850,2284927809,"35,74",,2026-07-28T02:33:19Z,servicios,web,pago servicios
TX0000252,6823345381,4366963124,94.76,USD,2026-07-06T11:22:34Z,ocio,cajero,pago ocio
TX0000253,4396707111,4953104850,75.51,USD,11/08/2026,salud,sucursal,pago salud
TX0000254,8327192111,3714328816,  14.93 ,USD,07/09/2026 14:29,educacion,web,pago educacion
TX0000255,4987049964,1000000024,USD 17.10,USD,2026-06-25 10:52:40,supermercado,sucursal,pago supermercado
TX0000256,3714328816,1000000024,  54.94 ,USD,13-Jul-2026 10:24,servicios,sucursal,pago servicios
TX0000257,4366963124,4396707111,  36.63 ,USD,1785404733000,,web,pago restaurantes
TX0000258,4311913901,8327192111,33.10,USD,1786824057,restaurantes,sucursal,pago restaurantes
TX0000259,4366963124,4629506280,  46.02 ,USD,30/06/2026,educacion,cajero,pago educacion
TX0000260,3100533532,2069779912,17.17,USD,1787571985000,compras,cajero,pago compras
TX0000261,2268550924,4953104850,  10633.41 ,USD,03/09/2026 19:54,supermercado,cajero,pago supermercado
TX0000262,2284927809,7851264619,-13.48,USD,25/07/2026 20:49,servicios,sucursal,pago servicios
TX0000263,1000000040,8978080987,"57,56",usd,1783934086,servicios,cajero,pago servicios
TX0000264,4135002980,7855828617,6.82,USD,06/07/2026,transporte,,pago transporte
TX0000265,4987049964,8464126898,46.62,usd,21-Jul-2026 17:07,supermercado,web,pago supermercado
TX0000266,4498177346,3714328816,USD 12.04,USD,2026-08-04 23:03:56,educacion,app,pago educacion
TX0000267,8978080987,3498277064,24.96,USD,1783563619000,ocio,sucursal,pago ocio
TX0000268,4396707111,3498277064,  44.11 ,USD,2026-06-27 18:18:01,educacion,cajero,pago educacion
TX0000269,4498177346,3195408319,3.98,usd,2026/08/13 09:04:40,educacion,app,pago educacion
TX0000270,1000000024,4629506280,  41.04 ,,08-Jul-2026 18:47,servicios,sucursal,pago servicios
TX0000271,8978080987,3498277064,USD 8.19,USD,17-Aug-2026 08:33,restaurantes,web,pago restaurantes
TX0000272,6823345381,1000000024,$54.51,USD,2026/09/05 10:27:58,supermercado,sucursal,pago supermercado
TX0000273,3498277064,1000000016,USD 30.54,USD,11/07/2026,ocio,cajero,pago ocio
TX0000274,,4366963124,"72,27",USD,01/08/2026 15:35,servicios,app,pago servicios
TX0000275,8464126898,4135002980,14.51,USD,1782663144000,,cajero,pago salud
TX0000276,3669448445,2933498566,  12.63 ,USD,22/07/2026,ocio,web,pago ocio
TX0000277,4366963124,1000000016,USD 40.28,USD,2026-06-25 07:32:30,supermercado,sucursal,pago supermercado
TX0000278,8865793031,2341263966,13.81,usd,1788662203,ocio,app,pago ocio
TX0000279,4983620826,4953104850,94.15,USD,2026-06-21T01:57:17Z,restaurantes,sucursal,pago restaurantes
TX0000280,7851264619,2268550924,$53.86,USD,2026-08-14 10:15:12,transporte,app,pago transporte
TX0000281,8464126898,4347607386,"41,77",USD,16-Aug-2026 07:44,educacion,app,pago educacion
TX0000282,4366963124,4311913901,USD 26.06,USD,17/08/2026 04:48,servicios,,pago servicios
TX0001635,3100533532,2069779912,"15,49",USD,06/07/2026 15:24,educacion,cajero,pago educacion
TX0000283,1000000016,8026322977,"44,21",USD,2026-07-20T15:15:07Z,supermercado,web,pago supermercado
TX0000284,2933498566,4498177346,USD 132.61,USD,2026-07-26 03:10:19,transporte,web,pago transporte
TX0000285,2319945230,4629506280,11.02,USD,1785525357,compras,cajero,pago compras
TX0000286,4135002980,2933498566,"43,59",USD,09/08/2026 23:16,,app,pago educacion
